ABCD | abcd
aCdB | bAcD
aCdB | bDAc
aCdB | bDcA
aCdB | bcAD
aCdB | bcDA
aCdB | cADb
aCdB | cAbD
aCdB | cDAb
aCdB | cDbA
aCdB | cbAD
aCdB | cbDA
aCdD | ABbc
aCdD | ABcb
aCdD | AbBc
aCdD | AbcB
aCdD | AcBb
aCdD | AcbB
aCdD | BAbc
aCdD | BAcb
aCdD | BbAc
aCdD | BbcA
aCdD | BcAb
aCdD | BcbA
aCdD | bABc
aCdD | bAcB
aCdD | bBAc
aCdD | bBcA
aCdD | bcAB
aCdD | bcBA
aCdD | cABb
aCdD | cAbB
aCdD | cBAb
aCdD | cBbA
aCdD | cbAB
aCdD | cbBA
aCdb | ABDc
aCdb | ABcD
aCdb | ADBc
aCdb | ADcB
aCdb | AcBD
aCdb | AcDB
aCdb | BADc
aCdb | BAcD
aCdb | BDAc
aCdb | BDcA
aCdb | BcAD
aCdb | BcDA
aCdb | DABc
aCdb | DAcB
aCdb | DBAc
aCdb | DBcA
aCdb | DcAB
aCdb | DcBA
aCdb | cABD
aCdb | cADB
aCdb | cBAD
aCdb | cBDA
aCdb | cDAB
aCdb | cDBA
aCdc | ABDb
aCdc | ABbD
aCdc | ADBb
aCdc | ADbB
aCdc | AbBD
aCdc | AbDB
aCdc | BADb
aCdc | BAbD
aCdc | BDAb
aCdc | BDbA
aCdc | BbAD
aCdc | BbDA
aCdc | DABb
aCdc | DAbB
aCdc | DBAb
aCdc | DBbA
aCdc | DbAB
aCdc | DbBA
aCdc | bABD
aCdc | bADB
aCdc | bBAD
aCdc | bBDA
aCdc | bDAB
aCdc | bDBA
aDAB | Cbcd
aDAB | Cbdc
aDAB | Ccbd
aDAB | Ccdb
aDAB | Cdbc
aDAB | Cdcb
aDAB | bCcd
aDAB | bCdc
aDAB | bcCd
aDAB | bcdC
aDAB | bdCc
aDAB | bdcC
aDAB | cCbd
aDAB | cCdb
aDAB | cbCd
aDAB | cbdC
aDAB | cdCb
aDAB | cdbC
aDAB | dCbc
aDAB | dCcb
aDAB | dbCc
aDAB | dbcC
aDAB | dcCb
aDAB | dcbC
aDAC | Bbcd
aDAC | Bbdc
aDAC | Bcbd
aDAC | Bcdb
aDAC | Bdbc
aDAC | Bdcb
aDAC | bBcd
aDAC | bBdc
aDAC | bcBd
aDAC | bcdB
aDAC | bdBc
aDAC | bdcB
aDAC | cBbd
aDAC | cBdb
aDAC | cbBd
aDAC | cbdB
aDAC | cdBb
aDAC | cdbB
aDAC | dBbc
aDAC | dBcb
aDAC | dbBc
aDAC | dbcB
aDAC | dcBb
aDAC | dcbB
aDAb | BCcd
aDAb | BCdc
aDAb | BcCd
aDAb | BcdC
aDAb | BdCc
aDAb | BdcC
aDAb | CBcd
aDAb | CBdc
aDAb | CcBd
aDAb | CcdB
aDAb | CdBc
aDAb | CdcB
aDAb | cBCd
aDAb | cBdC
aDAb | cCBd
aDAb | cCdB
aDAb | cdBC
aDAb | cdCB
aDAb | dBCc
aDAb | dBcC
aDAb | dCBc
aDAb | dCcB
aDAb | dcBC
aDAb | dcCB
aDAc | BCbd
aDAc | BCdb
aDAc | BbCd
aDAc | BbdC
aDAc | BdCb
aDAc | BdbC
aDAc | CBbd
aDAc | CBdb
aDAc | CbBd
aDAc | CbdB
aDAc | CdBb
aDAc | CdbB
aDAc | bBCd
aDAc | bBdC
aDAc | bCBd
aDAc | bCdB
aDAc | bdBC
aDAc | bdCB
aDAc | dBCb
aDAc | dBbC
aDAc | dCBb
aDAc | dCbB
aDAc | dbBC
aDAc | dbCB
aDAd | BCbc
aDAd | BCcb
aDAd | BbCc
aDAd | BbcC
aDAd | BcCb
aDAd | BcbC
aDAd | CBbc
aDAd | CBcb
aDAd | CbBc
aDAd | CbcB
aDAd | CcBb
aDAd | CcbB
aDAd | bBCc
aDAd | bBcC
aDAd | bCBc
aDAd | bCcB
aDAd | bcBC
aDAd | bcCB
aDAd | cBCb
aDAd | cBbC
aDAd | cCBb
aDAd | cCbB
aDAd | cbBC
aDAd | cbCB
aDBA | Cbcd
aDBA | Cbdc
aDBA | Ccbd
aDBA | Ccdb
aDBA | Cdbc
aDBA | Cdcb
aDBA | bCcd
aDBA | bCdc
aDBA | bcCd
aDBA | bcdC
aDBA | bdCc
aDBA | bdcC
aDBA | cCbd
aDBA | cCdb
aDBA | cbCd
aDBA | cbdC
aDBA | cdCb
aDBA | cdbC
aDBA | dCbc
aDBA | dCcb
aDBA | dbCc
aDBA | dbcC
aDBA | dcCb
aDBA | dcbC
aDBC | Abcd
aDBC | Abdc
aDBC | Acbd
aDBC | Acdb
aDBC | Adbc
aDBC | Adcb
aDBC | bAcd
aDBC | bAdc
aDBC | bcAd
aDBC | bcdA
aDBC | bdAc
aDBC | bdcA
aDBC | cAbd
aDBC | cAdb
aDBC | cbAd
aDBC | cbdA
aDBC | cdAb
aDBC | cdbA
aDBC | dAbc
aDBC | dAcb
aDBC | dbAc
aDBC | dbcA
aDBC | dcAb
aDBC | dcbA
aDBb | ACcd
aDBb | ACdc
aDBb | AcCd
aDBb | AcdC
aDBb | AdCc
aDBb | AdcC
aDBb | CAcd
aDBb | CAdc
aDBb | CcAd
aDBb | CcdA
aDBb | CdAc
aDBb | CdcA
aDBb | cACd
aDBb | cAdC
aDBb | cCAd
aDBb | cCdA
aDBb | cdAC
aDBb | cdCA
aDBb | dACc
aDBb | dAcC
aDBb | dCAc
aDBb | dCcA
aDBb | dcAC
aDBb | dcCA
aDBc | ACbd
aDBc | ACdb
aDBc | AbCd
aDBc | AbdC
aDBc | AdCb
aDBc | AdbC
aDBc | CAbd
aDBc | CAdb
aDBc | CbAd
aDBc | CbdA
aDBc | CdAb
aDBc | CdbA
aDBc | bACd
aDBc | bAdC
aDBc | bCAd
aDBc | bCdA
aDBc | bdAC
aDBc | bdCA
aDBc | dACb
aDBc | dAbC
aDBc | dCAb
aDBc | dCbA
aDBc | dbAC
aDBc | dbCA
aDBd | ACbc
aDBd | ACcb
aDBd | AbCc
aDBd | AbcC
aDBd | AcCb
aDBd | AcbC
aDBd | CAbc
aDBd | CAcb
aDBd | CbAc
aDBd | CbcA
aDBd | CcAb
aDBd | CcbA
aDBd | bACc
aDBd | bAcC
aDBd | bCAc
aDBd | bCcA
aDBd | bcAC
aDBd | bcCA
aDBd | cACb
aDBd | cAbC
aDBd | cCAb
aDBd | cCbA
aDBd | cbAC
aDBd | cbCA
aDCA | Bbcd
aDCA | Bbdc
aDCA | Bcbd
aDCA | Bcdb
aDCA | Bdbc
aDCA | Bdcb
aDCA | bBcd
aDCA | bBdc
aDCA | bcBd
aDCA | bcdB
aDCA | bdBc
aDCA | bdcB
aDCA | cBbd
aDCA | cBdb
aDCA | cbBd
aDCA | cbdB
aDCA | cdBb
aDCA | cdbB
aDCA | dBbc
aDCA | dBcb
aDCA | dbBc
aDCA | dbcB
aDCA | dcBb
aDCA | dcbB
aDCB | Abcd
aDCB | Abdc
aDCB | Acbd
aDCB | Acdb
aDCB | Adbc
aDCB | Adcb
aDCB | bAcd
aDCB | bAdc
aDCB | bcAd
aDCB | bcdA
aDCB | bdAc
aDCB | bdcA
aDCB | cAbd
aDCB | cAdb
aDCB | cbAd
aDCB | cbdA
aDCB | cdAb
aDCB | cdbA
aDCB | dAbc
aDCB | dAcb
aDCB | dbAc
aDCB | dbcA
aDCB | dcAb
aDCB | dcbA
aDCb | ABcd
aDCb | ABdc
aDCb | AcBd
aDCb | AcdB
aDCb | AdBc
aDCb | AdcB
aDCb | BAcd
aDCb | BAdc
aDCb | BcAd
aDCb | BcdA
aDCb | BdAc
aDCb | BdcA
aDCb | cABd
aDCb | cAdB
aDCb | cBAd
aDCb | cBdA
aDCb | cdAB
aDCb | cdBA
aDCb | dABc
aDCb | dAcB
aDCb | dBAc
aDCb | dBcA
aDCb | dcAB
aDCb | dcBA
aDCc | ABbd
aDCc | ABdb
aDCc | AbBd
aDCc | AbdB
aDCc | AdBb
aDCc | AdbB
aDCc | BAbd
aDCc | BAdb
aDCc | BbAd
aDCc | BbdA
aDCc | BdAb
aDCc | BdbA
aDCc | bABd
aDCc | bAdB
aDCc | bBAd
aDCc | bBdA
aDCc | bdAB
aDCc | bdBA
aDCc | dABb
aDCc | dAbB
aDCc | dBAb
aDCc | dBbA
aDCc | dbAB
aDCc | dbBA
aDCd | ABbc
aDCd | ABcb
aDCd | AbBc
aDCd | AbcB
aDCd | AcBb
aDCd | AcbB
aDCd | BAbc
aDCd | BAcb
aDCd | BbAc
aDCd | BbcA
aDCd | BcAb
aDCd | BcbA
aDCd | bABc
aDCd | bAcB
aDCd | bBAc
aDCd | bBcA
aDCd | bcAB
aDCd | bcBA
aDCd | cABb
aDCd | cAbB
aDCd | cBAb
aDCd | cBbA
aDCd | cbAB
aDCd | cbBA
aDbA | BCcd
aDbA | BCdc
aDbA | BcCd
aDbA | BcdC
aDbA | BdCc
aDbA | BdcC
aDbA | CBcd
aDbA | CBdc
aDbA | CcBd
aDbA | CcdB
aDbA | CdBc
aDbA | CdcB
aDbA | cBCd
aDbA | cBdC
aDbA | cCBd
aDbA | cCdB
aDbA | cdBC
aDbA | cdCB
aDbA | dBCc
aDbA | dBcC
aDbA | dCBc
aDbA | dCcB
aDbA | dcBC
aDbA | dcCB
aDbB | ACcd
aDbB | ACdc
aDbB | AcCd
aDbB | AcdC
aDbB | AdCc
aDbB | AdcC
aDbB | CAcd
aDbB | CAdc
aDbB | CcAd
aDbB | CcdA
aDbB | CdAc
aDbB | CdcA
aDbB | cACd
aDbB | cAdC
aDbB | cCAd
aDbB | cCdA
aDbB | cdAC
aDbB | cdCA
aDbB | dACc
aDbB | dAcC
aDbB | dCAc
aDbB | dCcA
aDbB | dcAC
aDbB | dcCA
aDbC | ABcd
aDbC | ABdc
aDbC | AcBd
aDbC | AcdB
aDbC | AdBc
aDbC | AdcB
aDbC | BAcd
aDbC | BAdc
aDbC | BcAd
aDbC | BcdA
aDbC | BdAc
aDbC | BdcA
aDbC | cABd
aDbC | cAdB
aDbC | cBAd
aDbC | cBdA
aDbC | cdAB
aDbC | cdBA
aDbC | dABc
aDbC | dAcB
aDbC | dBAc
aDbC | dBcA
aDbC | dcAB
aDbC | dcBA
aDbc | ABCd
aDbc | ABdC
aDbc | ACBd
aDbc | ACdB
aDbc | AdBC
aDbc | AdCB
aDbc | BACd
aDbc | BAdC
aDbc | BCAd
aDbc | BCdA
aDbc | BdAC
aDbc | BdCA
aDbc | CABd
aDbc | CAdB
aDbc | CBAd
aDbc | CBdA
aDbc | CdAB
aDbc | CdBA
aDbc | dABC
aDbc | dACB
aDbc | dBAC
aDbc | dBCA
aDbc | dCAB
aDbc | dCBA
aDbd | ABCc
aDbd | ABcC
aDbd | ACBc
aDbd | ACcB
aDbd | AcBC
aDbd | AcCB
aDbd | BACc
aDbd | BAcC
aDbd | BCAc
aDbd | BCcA
aDbd | BcAC
aDbd | BcCA
aDbd | CABc
aDbd | CAcB
aDbd | CBAc
aDbd | CBcA
aDbd | CcAB
aDbd | CcBA
aDbd | cABC
aDbd | cACB
aDbd | cBAC
aDbd | cBCA
aDbd | cCAB
aDbd | cCBA
aDcA | BCbd
aDcA | BCdb
aDcA | BbCd
aDcA | BbdC
aDcA | BdCb
aDcA | BdbC
aDcA | CBbd
aDcA | CBdb
aDcA | CbBd
aDcA | CbdB
aDcA | CdBb
aDcA | CdbB
aDcA | bBCd
aDcA | bBdC
aDcA | bCBd
aDcA | bCdB
aDcA | bdBC
aDcA | bdCB
aDcA | dBCb
aDcA | dBbC
aDcA | dCBb
aDcA | dCbB
aDcA | dbBC
aDcA | dbCB
aDcB | ACbd
aDcB | ACdb
aDcB | AbCd
aDcB | AbdC
aDcB | AdCb
aDcB | AdbC
aDcB | CAbd
aDcB | CAdb
aDcB | CbAd
aDcB | CbdA
aDcB | CdAb
aDcB | CdbA
aDcB | bACd
aDcB | bAdC
aDcB | bCAd
aDcB | bCdA
aDcB | bdAC
aDcB | bdCA
aDcB | dACb
aDcB | dAbC
aDcB | dCAb
aDcB | dCbA
aDcB | dbAC
aDcB | dbCA
aDcC | ABbd
aDcC | ABdb
aDcC | AbBd
aDcC | AbdB
aDcC | AdBb
aDcC | AdbB
aDcC | BAbd
aDcC | BAdb
aDcC | BbAd
aDcC | BbdA
aDcC | BdAb
aDcC | BdbA
aDcC | bABd
aDcC | bAdB
aDcC | bBAd
aDcC | bBdA
aDcC | bdAB
aDcC | bdBA
aDcC | dABb
aDcC | dAbB
aDcC | dBAb
aDcC | dBbA
aDcC | dbAB
aDcC | dbBA
aDcb | ABCd
aDcb | ABdC
aDcb | ACBd
aDcb | ACdB
aDcb | AdBC
aDcb | AdCB
aDcb | BACd
aDcb | BAdC
aDcb | BCAd
aDcb | BCdA
aDcb | BdAC
aDcb | BdCA
aDcb | CABd
aDcb | CAdB
aDcb | CBAd
aDcb | CBdA
aDcb | CdAB
aDcb | CdBA
aDcb | dABC
aDcb | dACB
aDcb | dBAC
aDcb | dBCA
aDcb | dCAB
aDcb | dCBA
aDcd | ABCb
aDcd | ABbC
aDcd | ACBb
aDcd | ACbB
aDcd | AbBC
aDcd | AbCB
aDcd | BACb
aDcd | BAbC
aDcd | BCAb
aDcd | BCbA
aDcd | BbAC
aDcd | BbCA
aDcd | CABb
aDcd | CAbB
aDcd | CBAb
aDcd | CBbA
aDcd | CbAB
aDcd | CbBA
aDcd | bABC
aDcd | bACB
aDcd | bBAC
aDcd | bBCA
aDcd | bCAB
aDcd | bCBA
aDdA | BCbc
aDdA | BCcb
aDdA | BbCc
aDdA | BbcC
aDdA | BcCb
aDdA | BcbC
aDdA | CBbc
aDdA | CBcb
aDdA | CbBc
aDdA | CbcB
aDdA | CcBb
aDdA | CcbB
aDdA | bBCc
aDdA | bBcC
aDdA | bCBc
aDdA | bCcB
aDdA | bcBC
aDdA | bcCB
aDdA | cBCb
aDdA | cBbC
aDdA | cCBb
aDdA | cCbB
aDdA | cbBC
aDdA | cbCB
aDdB | ACbc
aDdB | ACcb
aDdB | AbCc
aDdB | AbcC
aDdB | AcCb
aDdB | AcbC
aDdB | CAbc
aDdB | CAcb
aDdB | CbAc
aDdB | CbcA
aDdB | CcAb
aDdB | CcbA
aDdB | bACc
aDdB | bAcC
aDdB | bCAc
aDdB | bCcA
aDdB | bcAC
aDdB | bcCA
aDdB | cACb
aDdB | cAbC
aDdB | cCAb
aDdB | cCbA
aDdB | cbAC
aDdB | cbCA
aDdC | ABbc
aDdC | ABcb
aDdC | AbBc
aDdC | AbcB
aDdC | AcBb
aDdC | AcbB
aDdC | BAbc
aDdC | BAcb
aDdC | BbAc
aDdC | BbcA
aDdC | BcAb
aDdC | BcbA
aDdC | bABc
aDdC | bAcB
aDdC | bBAc
aDdC | bBcA
aDdC | bcAB
aDdC | bcBA
aDdC | cABb
aDdC | cAbB
aDdC | cBAb
aDdC | cBbA
aDdC | cbAB
aDdC | cbBA
aDdb | ABCc
aDdb | ABcC
aDdb | ACBc
aDdb | ACcB
aDdb | AcBC
aDdb | AcCB
aDdb | BACc
aDdb | BAcC
aDdb | BCAc
aDdb | BCcA
aDdb | BcAC
aDdb | BcCA
aDdb | CABc
aDdb | CAcB
aDdb | CBAc
aDdb | CBcA
aDdb | CcAB
aDdb | CcBA
aDdb | cABC
aDdb | cACB
aDdb | cBAC
aDdb | cBCA
aDdb | cCAB
aDdb | cCBA
aDdc | ABCb
aDdc | ABbC
aDdc | ACBb
aDdc | ACbB
aDdc | AbBC
aDdc | AbCB
aDdc | BACb
aDdc | BAbC
aDdc | BCAb
aDdc | BCbA
aDdc | BbAC
aDdc | BbCA
aDdc | CABb
aDdc | CAbB
aDdc | CBAb
aDdc | CBbA
aDdc | CbAB
aDdc | CbBA
aDdc | bABC
aDdc | bACB
aDdc | bBAC
aDdc | bBCA
aDdc | bCAB
aDdc | bCBA
abAB | CDcd
abAB | CDdc
abAB | CcDd
abAB | CcdD
abAB | CdDc
abAB | CdcD
abAB | DCcd
abAB | DCdc
abAB | DcCd
abAB | DcdC
abAB | DdCc
abAB | DdcC
abAB | cCDd
abAB | cCdD
abAB | cDCd
abAB | cDdC
abAB | cdCD
abAB | cdDC
abAB | dCDc
abAB | dCcD
abAB | dDCc
abAB | dDcC
abAB | dcCD
abAB | dcDC
abAC | BDcd
abAC | BDdc
abAC | BcDd
abAC | BcdD
abAC | BdDc
abAC | BdcD
abAC | DBcd
abAC | DBdc
abAC | DcBd
abAC | DcdB
abAC | DdBc
abAC | DdcB
abAC | cBDd
abAC | cBdD
abAC | cDBd
abAC | cDdB
abAC | cdBD
abAC | cdDB
abAC | dBDc
abAC | dBcD
abAC | dDBc
abAC | dDcB
abAC | dcBD
abAC | dcDB
abAD | BCcd
abAD | BCdc
abAD | BcCd
abAD | BcdC
abAD | BdCc
abAD | BdcC
abAD | CBcd
abAD | CBdc
abAD | CcBd
abAD | CcdB
abAD | CdBc
abAD | CdcB
abAD | cBCd
abAD | cBdC
abAD | cCBd
abAD | cCdB
abAD | cdBC
abAD | cdCB
abAD | dBCc
abAD | dBcC
abAD | dCBc
abAD | dCcB
abAD | dcBC
abAD | dcCB
abAc | BCDd
abAc | BCdD
abAc | BDCd
abAc | BDdC
abAc | BdCD
abAc | BdDC
abAc | CBDd
abAc | CBdD
abAc | CDBd
abAc | CDdB
abAc | CdBD
abAc | CdDB
abAc | DBCd
abAc | DBdC
abAc | DCBd
abAc | DCdB
abAc | DdBC
abAc | DdCB
abAc | dBCD
abAc | dBDC
abAc | dCBD
abAc | dCDB
abAc | dDBC
abAc | dDCB
abAd | BCDc
abAd | BCcD
abAd | BDCc
abAd | BDcC
abAd | BcCD
abAd | BcDC
abAd | CBDc
abAd | CBcD
abAd | CDBc
abAd | CDcB
abAd | CcBD
abAd | CcDB
abAd | DBCc
abAd | DBcC
abAd | DCBc
abAd | DCcB
abAd | DcBC
abAd | DcCB
abAd | cBCD
abAd | cBDC
abAd | cCBD
abAd | cCDB
abAd | cDBC
abAd | cDCB
abBA | CDcd
abBA | CDdc
abBA | CcDd
abBA | CcdD
abBA | CdDc
abBA | CdcD
abBA | DCcd
abBA | DCdc
abBA | DcCd
abBA | DcdC
abBA | DdCc
abBA | DdcC
abBA | cCDd
abBA | cCdD
abBA | cDCd
abBA | cDdC
abBA | cdCD
abBA | cdDC
abBA | dCDc
abBA | dCcD
abBA | dDCc
abBA | dDcC
abBA | dcCD
abBA | dcDC
abBC | ADcd
abBC | ADdc
abBC | AcDd
abBC | AcdD
abBC | AdDc
abBC | AdcD
abBC | DAcd
abBC | DAdc
abBC | DcAd
abBC | DcdA
abBC | DdAc
abBC | DdcA
abBC | cADd
abBC | cAdD
abBC | cDAd
abBC | cDdA
abBC | cdAD
abBC | cdDA
abBC | dADc
abBC | dAcD
abBC | dDAc
abBC | dDcA
abBC | dcAD
abBC | dcDA
abBD | ACcd
abBD | ACdc
abBD | AcCd
abBD | AcdC
abBD | AdCc
abBD | AdcC
abBD | CAcd
abBD | CAdc
abBD | CcAd
abBD | CcdA
abBD | CdAc
abBD | CdcA
abBD | cACd
abBD | cAdC
abBD | cCAd
abBD | cCdA
abBD | cdAC
abBD | cdCA
abBD | dACc
abBD | dAcC
abBD | dCAc
abBD | dCcA
abBD | dcAC
abBD | dcCA
abBc | ACDd
abBc | ACdD
abBc | ADCd
abBc | ADdC
abBc | AdCD
abBc | AdDC
abBc | CADd
abBc | CAdD
abBc | CDAd
abBc | CDdA
abBc | CdAD
abBc | CdDA
abBc | DACd
abBc | DAdC
abBc | DCAd
abBc | DCdA
abBc | DdAC
abBc | DdCA
abBc | dACD
abBc | dADC
abBc | dCAD
abBc | dCDA
abBc | dDAC
abBc | dDCA
abBd | ACDc
abBd | ACcD
abBd | ADCc
abBd | ADcC
abBd | AcCD
abBd | AcDC
abBd | CADc
abBd | CAcD
abBd | CDAc
abBd | CDcA
abBd | CcAD
abBd | CcDA
abBd | DACc
abBd | DAcC
abBd | DCAc
abBd | DCcA
abBd | DcAC
abBd | DcCA
abBd | cACD
abBd | cADC
abBd | cCAD
abBd | cCDA
abBd | cDAC
abBd | cDCA
abCA | BDcd
abCA | BDdc
abCA | BcDd
abCA | BcdD
abCA | BdDc
abCA | BdcD
abCA | DBcd
abCA | DBdc
abCA | DcBd
abCA | DcdB
abCA | DdBc
abCA | DdcB
abCA | cBDd
abCA | cBdD
abCA | cDBd
abCA | cDdB
abCA | cdBD
abCA | cdDB
abCA | dBDc
abCA | dBcD
abCA | dDBc
abCA | dDcB
abCA | dcBD
abCA | dcDB
abCB | ADcd
abCB | ADdc
abCB | AcDd
abCB | AcdD
abCB | AdDc
abCB | AdcD
abCB | DAcd
abCB | DAdc
abCB | DcAd
abCB | DcdA
abCB | DdAc
abCB | DdcA
abCB | cADd
abCB | cAdD
abCB | cDAd
abCB | cDdA
abCB | cdAD
abCB | cdDA
abCB | dADc
abCB | dAcD
abCB | dDAc
abCB | dDcA
abCB | dcAD
abCB | dcDA
abCD | ABcd
abCD | ABdc
abCD | AcBd
abCD | AcdB
abCD | AdBc
abCD | AdcB
abCD | BAcd
abCD | BAdc
abCD | BcAd
abCD | BcdA
abCD | BdAc
abCD | BdcA
abCD | cABd
abCD | cAdB
abCD | cBAd
abCD | cBdA
abCD | cdAB
abCD | cdBA
abCD | dABc
abCD | dAcB
abCD | dBAc
abCD | dBcA
abCD | dcAB
abCD | dcBA
abCc | ABDd
abCc | ABdD
abCc | ADBd
abCc | ADdB
abCc | AdBD
abCc | AdDB
abCc | BADd
abCc | BAdD
abCc | BDAd
abCc | BDdA
abCc | BdAD
abCc | BdDA
abCc | DABd
abCc | DAdB
abCc | DBAd
abCc | DBdA
abCc | DdAB
abCc | DdBA
abCc | dABD
abCc | dADB
abCc | dBAD
abCc | dBDA
abCc | dDAB
abCc | dDBA
abCd | ABDc
abCd | ABcD
abCd | ADBc
abCd | ADcB
abCd | AcBD
abCd | AcDB
abCd | BADc
abCd | BAcD
abCd | BDAc
abCd | BDcA
abCd | BcAD
abCd | BcDA
abCd | DABc
abCd | DAcB
abCd | DBAc
abCd | DBcA
abCd | DcAB
abCd | DcBA
abCd | cABD
abCd | cADB
abCd | cBAD
abCd | cBDA
abCd | cDAB
abCd | cDBA
abDA | BCcd
abDA | BCdc
abDA | BcCd
abDA | BcdC
abDA | BdCc
abDA | BdcC
abDA | CBcd
abDA | CBdc
abDA | CcBd
abDA | CcdB
abDA | CdBc
abDA | CdcB
abDA | cBCd
abDA | cBdC
abDA | cCBd
abDA | cCdB
abDA | cdBC
abDA | cdCB
abDA | dBCc
abDA | dBcC
abDA | dCBc
abDA | dCcB
abDA | dcBC
abDA | dcCB
abDB | ACcd
abDB | ACdc
abDB | AcCd
abDB | AcdC
abDB | AdCc
abDB | AdcC
abDB | CAcd
abDB | CAdc
abDB | CcAd
abDB | CcdA
abDB | CdAc
abDB | CdcA
abDB | cACd
abDB | cAdC
abDB | cCAd
abDB | cCdA
abDB | cdAC
abDB | cdCA
abDB | dACc
abDB | dAcC
abDB | dCAc
abDB | dCcA
abDB | dcAC
abDB | dcCA
abDC | ABcd
abDC | ABdc
abDC | AcBd
abDC | AcdB
abDC | AdBc
abDC | AdcB
abDC | BAcd
abDC | BAdc
abDC | BcAd
abDC | BcdA
abDC | BdAc
abDC | BdcA
abDC | cABd
abDC | cAdB
abDC | cBAd
abDC | cBdA
abDC | cdAB
abDC | cdBA
abDC | dABc
abDC | dAcB
abDC | dBAc
abDC | dBcA
abDC | dcAB
abDC | dcBA
abDc | ABCd
abDc | ABdC
abDc | ACBd
abDc | ACdB
abDc | AdBC
abDc | AdCB
abDc | BACd
abDc | BAdC
abDc | BCAd
abDc | BCdA
abDc | BdAC
abDc | BdCA
abDc | CABd
abDc | CAdB
abDc | CBAd
abDc | CBdA
abDc | CdAB
abDc | CdBA
abDc | dABC
abDc | dACB
abDc | dBAC
abDc | dBCA
abDc | dCAB
abDc | dCBA
abDd | ABCc
abDd | ABcC
abDd | ACBc
abDd | ACcB
abDd | AcBC
abDd | AcCB
abDd | BACc
abDd | BAcC
abDd | BCAc
abDd | BCcA
abDd | BcAC
abDd | BcCA
abDd | CABc
abDd | CAcB
abDd | CBAc
abDd | CBcA
abDd | CcAB
abDd | CcBA
abDd | cABC
abDd | cACB
abDd | cBAC
abDd | cBCA
abDd | cCAB
abDd | cCBA
abcA | BCDd
abcA | BCdD
abcA | BDCd
abcA | BDdC
abcA | BdCD
abcA | BdDC
abcA | CBDd
abcA | CBdD
abcA | CDBd
abcA | CDdB
abcA | CdBD
abcA | CdDB
abcA | DBCd
abcA | DBdC
abcA | DCBd
abcA | DCdB
abcA | DdBC
abcA | DdCB
abcA | dBCD
abcA | dBDC
abcA | dCBD
abcA | dCDB
abcA | dDBC
abcA | dDCB
abcB | ACDd
abcB | ACdD
abcB | ADCd
abcB | ADdC
abcB | AdCD
abcB | AdDC
abcB | CADd
abcB | CAdD
abcB | CDAd
abcB | CDdA
abcB | CdAD
abcB | CdDA
abcB | DACd
abcB | DAdC
abcB | DCAd
abcB | DCdA
abcB | DdAC
abcB | DdCA
abcB | dACD
abcB | dADC
abcB | dCAD
abcB | dCDA
abcB | dDAC
abcB | dDCA
abcC | ABDd
abcC | ABdD
abcC | ADBd
abcC | ADdB
abcC | AdBD
abcC | AdDB
abcC | BADd
abcC | BAdD
abcC | BDAd
abcC | BDdA
abcC | BdAD
abcC | BdDA
abcC | DABd
abcC | DAdB
abcC | DBAd
abcC | DBdA
abcC | DdAB
abcC | DdBA
abcC | dABD
abcC | dADB
abcC | dBAD
abcC | dBDA
abcC | dDAB
abcC | dDBA
abcD | ABCd
abcD | ABdC
abcD | ACBd
abcD | ACdB
abcD | AdBC
abcD | AdCB
abcD | BACd
abcD | BAdC
abcD | BCAd
abcD | BCdA
abcD | BdAC
abcD | BdCA
abcD | CABd
abcD | CAdB
abcD | CBAd
abcD | CBdA
abcD | CdAB
abcD | CdBA
abcD | dABC
abcD | dACB
abcD | dBAC
abcD | dBCA
abcD | dCAB
abcD | dCBA
abcd | ABCD
abcd | ABDC
abcd | ACBD
abcd | ACDB
abcd | ADBC
abcd | ADCB
abcd | BACD
abcd | BADC
abcd | BCAD
abcd | BCDA
abcd | BDAC
abcd | BDCA
abcd | CABD
abcd | CADB
abcd | CBAD
abcd | CBDA
abcd | CDAB
abcd | CDBA
abcd | DABC
abcd | DACB
abcd | DBAC
abcd | DBCA
abcd | DCAB
abcd | DCBA
abdA | BCDc
abdA | BCcD
abdA | BDCc
abdA | BDcC
abdA | BcCD
abdA | BcDC
abdA | CBDc
abdA | CBcD
abdA | CDBc
abdA | CDcB
abdA | CcBD
abdA | CcDB
abdA | DBCc
abdA | DBcC
abdA | DCBc
abdA | DCcB
abdA | DcBC
abdA | DcCB
abdA | cBCD
abdA | cBDC
abdA | cCBD
abdA | cCDB
abdA | cDBC
abdA | cDCB
abdB | ACDc
abdB | ACcD
abdB | ADCc
abdB | ADcC
abdB | AcCD
abdB | AcDC
abdB | CADc
abdB | CAcD
abdB | CDAc
abdB | CDcA
abdB | CcAD
abdB | CcDA
abdB | DACc
abdB | DAcC
abdB | DCAc
abdB | DCcA
abdB | DcAC
abdB | DcCA
abdB | cACD
abdB | cADC
abdB | cCAD
abdB | cCDA
abdB | cDAC
abdB | cDCA
abdC | ABDc
abdC | ABcD
abdC | ADBc
abdC | ADcB
abdC | AcBD
abdC | AcDB
abdC | BADc
abdC | BAcD
abdC | BDAc
abdC | BDcA
abdC | BcAD
abdC | BcDA
abdC | DABc
abdC | DAcB
abdC | DBAc
abdC | DBcA
abdC | DcAB
abdC | DcBA
abdC | cABD
abdC | cADB
abdC | cBAD
abdC | cBDA
abdC | cDAB
abdC | cDBA
abdD | ABCc
